Chapter,Sub chapter,Toponym,Gazetteer ID,country ,lat,long
1,5,Scotland,geonames:2638360,GB,56,-4
1,5,England,geonames:6269131,GB,52.16045,-0.70312
1,5,India,geonames:1269750,IN,22,79
1,5,Britain,geonames:2635167,GB,54.75844,-2.69531
1,5,Britain,geonames:2635167,GB,54.75844,-2.69531
1,5,France,geonames:3017382,FR,46,2
1,5,Europe,geonames:6255148,,48.69096,9.14062
1,5,Minden,geonames:2871039,DE,52.28953,8.91455
1,5,America,geonames:8477927,MX,27.33032,-99.59479
1,5,Britain,geonames:2635167,GB,54.75844,-2.69531
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Persian Gulf,geonames:235616,,27,51
1,5,India,geonames:1269750,IN,22,79
1,5,Europe,geonames:6255148,,48.69096,9.14062
1,5,India,geonames:1269750,IN,22,79
1,5,Britain,geonames:2635167,GB,54.75844,-2.69531
1,5,India,geonames:1269750,IN,22,79
1,5,Persian Gulf,geonames:235616,,27,51
1,5,Calcutta,geonames:1275004,IN,22.56263,88.36304
1,5,Bengal,geonames:1252881,IN,24,88
1,5,Plassey,geonames:1260764,IN,23.78006,88.24703
1,5,East India,geonames:1269750,IN,22,79
1,5,Bengal,geonames:1252881,IN,24,88
1,5,Clive,geonames:2652818,GB,52.81335,-2.72295
1,5,Bengal,geonames:1252881,IN,24,88
1,5,Persia,geonames:130758,IR,32,53
1,5,Persia,geonames:130758,IR,32,53
1,5,Caspian Sea,geonames:630671,,42,50
1,5,Armenia,geonames:174982,AM,40.25,45
1,5,Ashraf,geonames:1420564,PK,34.33611,72.63611
1,5,Ashraf,geonames:1420564,PK,34.33611,72.63611
1,5,Persia,geonames:130758,IR,32,53
1,5,Porte,geonames:2985975,FR,48.34466,6.34465
1,5,Turkey,geonames:298795,TR,39,35
1,5,Yazd,geonames:111822,IR,31.89722,54.3675
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Persepolis,geonames:110836,IR,29.9368,52.89
1,5,Ashraf,geonames:1420564,PK,34.33611,72.63611
1,5,Persian Gulf,geonames:235616,,27,51
1,5,Hasa,geonames:288032,OM,26.24114,56.31887
1,5,Masqat,geonames:287286,OM,23.58413,58.40778
1,5,Persia,geonames:130758,IR,32,53
1,5,Persia,geonames:130758,IR,32,53
1,5,Araxes,geonames:143105,AZ,40.01777,48.4532
1,5,province of F®ÕÌÉrs,geonames:134766,IR,29,53
1,5,Persia,geonames:130758,IR,32,53
1,5,Persia,geonames:130758,IR,32,53
1,5,Persia,geonames:130758,IR,32,53
1,5,Turkey,geonames:298795,TR,39,35
1,5,Persian Gulf,geonames:235616,,27,51
1,5,India,geonames:1269750,IN,22,79
1,5,Delhi,geonames:1273293,IN,28.6667,77.1
1,5,Persia,geonames:130758,IR,32,53
1,5,Sind,geonames:1164807,PK,26.13333,68.76667
1,5,Herat,geonames:1140025,AF,34.5,62
1,5,Mashhad,geonames:124665,IR,36.31559,59.56796
1,5,Persia,geonames:130758,IR,32,53
1,5,Persia,geonames:130758,IR,32,53
1,5,Turkey,geonames:298795,TR,39,35
1,5,Erivan,geonames:616052,AM,40.18111,44.51361
1,5,Porte,geonames:2985975,FR,48.34466,6.34465
1,5,Persian Gulf,geonames:235616,,27,51
1,5,Persia,geonames:130758,IR,32,53
1,5,district of Mazandar®ÕÌÉn,geonames:124544,IR,36.25,52.33333
1,5,Zand,geonames:2783367,BE,51.03883,3.85423
1,5,Saiyid Muhammad,geonames:387342,IQ,33.59472,44.38083
1,5,Mashhad,geonames:124665,IR,36.31559,59.56796
1,5,Persia,geonames:130758,IR,32,53
1,5,Zand,geonames:2783367,BE,51.03883,3.85423
1,5,Persia,geonames:130758,IR,32,53
1,5,Mashhad,geonames:124665,IR,36.31559,59.56796
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Persian Gulf,geonames:235616,,27,51
1,5,Yazd,geonames:111822,IR,31.89722,54.3675
1,5,Persia,geonames:130758,IR,32,53
1,5,East India,geonames:1269750,IN,22,79
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Persia,geonames:130758,IR,32,53
1,5,Persia,geonames:130758,IR,32,53
1,5,East India,geonames:1269750,IN,22,79
1,5,Persia,geonames:130758,IR,32,53
1,5,Basrah,geonames:99532,IQ,30.50852,47.7804
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Basrah,geonames:99532,IQ,30.50852,47.7804
1,5,Persia,geonames:130758,IR,32,53
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,India,geonames:1269750,IN,22,79
1,5,Persia,geonames:130758,IR,32,53
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,India,geonames:1269750,IN,22,79
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Persia,geonames:130758,IR,32,53
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,India,geonames:1269750,IN,22,79
1,5,East India,geonames:1269750,IN,22,79
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Mashhad,geonames:124665,IR,36.31559,59.56796
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Rogam,geonames:3184287,AL,42.05972,19.60028
1,5,Persia,geonames:130758,IR,32,53
1,5,Bombay,geonames:1275339,IN,19.07283,72.88261
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Persia,geonames:130758,IR,32,53
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,India,geonames:1269750,IN,22,79
1,5,East India,geonames:1269750,IN,22,79
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,India,geonames:1269750,IN,22,79
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Persia,geonames:130758,IR,32,53
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Persia,geonames:130758,IR,32,53
1,5,Persia,geonames:130758,IR,32,53
1,5,Persia,geonames:130758,IR,32,53
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bahrain,geonames:290291,BH,26.03333,50.55
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Persia,geonames:130758,IR,32,53
1,5,Gulph,geonames:5119647,US,43.01035,-75.15933
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Qishm,geonames:119374,IR,26.9492,56.2691
1,5,Masqat,geonames:287286,OM,23.58413,58.40778
1,5,Basrah,geonames:99532,IQ,30.50852,47.7804
1,5,Bahrain,geonames:290291,BH,26.03333,50.55
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Qishm Island,geonames:119373,IR,26.6952,55.6183
1,5,Bombay,geonames:1275339,IN,19.07283,72.88261
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Gulph,geonames:5119647,US,43.01035,-75.15933
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bombay,geonames:1275339,IN,19.07283,72.88261
1,5,France,geonames:3017382,FR,46,2
1,5,Carmania,geonames:128233,IR,29,59
1,5,Persia,geonames:130758,IR,32,53
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Basrah,geonames:99532,IQ,30.50852,47.7804
1,5,Shaikh,geonames:11584287,PK,24.67631,68.2124
1,5,Gombroon,geonames:141681,IR,27.1865,56.2808
1,5,Shaikh,geonames:11584287,PK,24.67631,68.2124
1,5,Shaikh,geonames:11584287,PK,24.67631,68.2124
1,5,Persia,geonames:130758,IR,32,53
1,5,Shaikh,geonames:11584287,PK,24.67631,68.2124
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Shu,geonames:1519030,KZ,43.60334,73.75919
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Basrah,geonames:99532,IQ,30.50852,47.7804
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Qishm,geonames:119374,IR,26.9492,56.2691
1,5,Shaikh,geonames:11584287,PK,24.67631,68.2124
1,5,Bander,geonames:2723529,SE,57.4791,18.30721
1,5,Basrah,geonames:99532,IQ,30.50852,47.7804
1,5,Bombay,geonames:1275339,IN,19.07283,72.88261
1,5,India,geonames:1269750,IN,22,79
1,5,Basrah,geonames:99532,IQ,30.50852,47.7804
1,5,Bander,geonames:2723529,SE,57.4791,18.30721
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Persia,geonames:130758,IR,32,53
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Qishm,geonames:119374,IR,26.9492,56.2691
1,5,Bani,geonames:3512067,DO,18.27964,-70.33185
1,5,Ma,geonames:6254926,US,42.36565,-71.10832
1,5,Persia,geonames:130758,IR,32,53
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Qishm Island,geonames:119373,IR,26.6952,55.6183
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Persia,geonames:130758,IR,32,53
1,5,East India,geonames:1269750,IN,22,79
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Persian Gulf,geonames:235616,,27,51
1,5,Qishm,geonames:119374,IR,26.9492,56.2691
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Kung,geonames:141666,IR,26.59775,54.93694
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Fasa,geonames:134721,IR,28.9383,53.6482
1,5,Jahrum,geonames:130531,IR,28.5,53.5605
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Sham®Õå«l district,geonames:6985755,IR,27.5098,56.8477
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Qishm,geonames:119374,IR,26.9492,56.2691
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bombay,geonames:1275339,IN,19.07283,72.88261
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Kirman,geonames:128234,IR,30.28321,57.07879
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Qishm,geonames:119374,IR,26.9492,56.2691
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bani,geonames:3512067,DO,18.27964,-70.33185
1,5,Ma,geonames:6254926,US,42.36565,-71.10832
1,5,Qishm,geonames:119374,IR,26.9492,56.2691
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Europe,geonames:6255148,,48.69096,9.14062
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Hindu,geonames:1456938,AF,34.3392,68.80214
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,June,geonames:4392851,US,36.80118,-94.36022
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Gombroon,geonames:141681,IR,27.1865,56.2808
1,5,Hon,geonames:2646807,GB,51.76148,-0.01144
1,5,Hon,geonames:2646807,GB,51.76148,-0.01144
1,5,Johnson,geonames:4515608,US,39.54728,-83.33047
1,5,Moolah,geonames:8795893,AU,-34.39164,146.85592
1,5,Moolah,geonames:8795893,AU,-34.39164,146.85592
1,5,India,geonames:1269750,IN,22,79
1,5,Bamboes,geonames:983824,ZA,-27.56667,28.75
1,5,Gulph,geonames:5119647,US,43.01035,-75.15933
1,5,Moolah,geonames:8795893,AU,-34.39164,146.85592
1,5,Moolah,geonames:8795893,AU,-34.39164,146.85592
1,5,Bombay,geonames:1275339,IN,19.07283,72.88261
1,5,Hon,geonames:2646807,GB,51.76148,-0.01144
1,5,Hon,geonames:2646807,GB,51.76148,-0.01144
1,5,GOMBROON,geonames:141681,IR,27.1865,56.2808
1,5,GOMBROON,geonames:141681,IR,27.1865,56.2808
1,5,East India,geonames:1269750,IN,22,79
1,5,Gombroon,geonames:141681,IR,27.1865,56.2808
1,5,East India,geonames:1269750,IN,22,79
1,5,D,,,,
1,5,,,,,
1,5,Estaing,geonames:3019580,FR,44.55547,2.67126
1,5,Conde,geonames:3023975,FR,46.87882,1.9865
1,5,Europe,geonames:6255148,,48.69096,9.14062
1,5,Lally,geonames:3008451,FR,47.03452,4.41393
1,5,East India,geonames:1269750,IN,22,79
1,5,Gombroon,geonames:141681,IR,27.1865,56.2808
1,5,D,,,,
1,5,,,,,
1,5,Estaing,geonames:3019580,FR,44.55547,2.67126
1,5,D,,,,
1,5,,,,,
1,5,Estaing,geonames:3019580,FR,44.55547,2.67126
1,5,D,,,,
1,5,,,,,
1,5,Estaing,geonames:3019580,FR,44.55547,2.67126
1,5,D,,,,
1,5,,,,,
1,5,Estaing,geonames:3019580,FR,44.55547,2.67126
1,5,D,,,,
1,5,,,,,
1,5,Estaing,geonames:3019580,FR,44.55547,2.67126
1,5,D,,,,
1,5,,,,,
1,5,Estaing,geonames:3019580,FR,44.55547,2.67126
1,5,East India,geonames:1269750,IN,22,79
1,5,Gombroon,geonames:141681,IR,27.1865,56.2808
1,5,Gombroon,geonames:141681,IR,27.1865,56.2808
1,5,ESSARS,geonames:3019631,FR,50.54868,2.6662
1,5,Bombay,geonames:1275339,IN,19.07283,72.88261
1,5,Dingey,geonames:239598,CF,4.72486,23.13416
1,5,Gombroon,geonames:141681,IR,27.1865,56.2808
1,5,Moolah,geonames:8795893,AU,-34.39164,146.85592
1,5,D,,,,
1,5,,,,,
1,5,Estaing,geonames:3019580,FR,44.55547,2.67126
1,5,D,,,,
1,5,,,,,
1,5,Estaing,geonames:3019580,FR,44.55547,2.67126
1,5,D,,,,
1,5,,,,,
1,5,Estaing,geonames:3019580,FR,44.55547,2.67126
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Ali Shah,geonames:1148902,AF,34.20067,68.69375
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bani,geonames:3512067,DO,18.27964,-70.33185
1,5,Ma,geonames:6254926,US,42.36565,-71.10832
1,5,Qishm,geonames:119374,IR,26.9492,56.2691
1,5,Laft,geonames:126035,IR,26.896,55.7584
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Ja,geonames:7037224,SD,12.89901,24.37935
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Ali Shah,geonames:1148902,AF,34.20067,68.69375
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Qishm,geonames:119374,IR,26.9492,56.2691
1,5,Lingeh,,,,
1,5,Qishm,geonames:119374,IR,26.9492,56.2691
1,5,Bani,geonames:3512067,DO,18.27964,-70.33185
1,5,Ma,geonames:6254926,US,42.36565,-71.10832
1,5,Hormuz,geonames:131231,IR,27.095,56.4529
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Bani,geonames:3512067,DO,18.27964,-70.33185
1,5,Ma,geonames:6254926,US,42.36565,-71.10832
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Masqat,geonames:287286,OM,23.58413,58.40778
1,5,Persia,geonames:130758,IR,32,53
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bani,geonames:3512067,DO,18.27964,-70.33185
1,5,Ma,geonames:6254926,US,42.36565,-71.10832
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bani,geonames:3512067,DO,18.27964,-70.33185
1,5,Ma,geonames:6254926,US,42.36565,-71.10832
1,5,Bani,geonames:3512067,DO,18.27964,-70.33185
1,5,Ma,geonames:6254926,US,42.36565,-71.10832
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Ali Shah,geonames:1148902,AF,34.20067,68.69375
1,5,Bani,geonames:3512067,DO,18.27964,-70.33185
1,5,Ma,geonames:6254926,US,42.36565,-71.10832
1,5,Masqat,geonames:287286,OM,23.58413,58.40778
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Bani,geonames:3512067,DO,18.27964,-70.33185
1,5,Ma,geonames:6254926,US,42.36565,-71.10832
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bani,geonames:3512067,DO,18.27964,-70.33185
1,5,Ma,geonames:6254926,US,42.36565,-71.10832
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bani,geonames:3512067,DO,18.27964,-70.33185
1,5,Ma,geonames:6254926,US,42.36565,-71.10832
1,5,Mulla,geonames:7097623,IQ,36.33745,44.16108
1,5,Bani,geonames:3512067,DO,18.27964,-70.33185
1,5,Ma,geonames:6254926,US,42.36565,-71.10832
1,5,Qishm Island,geonames:119373,IR,26.6952,55.6183
1,5,Bani,geonames:3512067,DO,18.27964,-70.33185
1,5,Ma,geonames:6254926,US,42.36565,-71.10832
1,5,Kuhistak,geonames:126362,IR,26.8021,57.0267
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bani,geonames:3512067,DO,18.27964,-70.33185
1,5,Ma,geonames:6254926,US,42.36565,-71.10832
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,East India,geonames:1269750,IN,22,79
1,5,Persia,geonames:130758,IR,32,53
1,5,Persian Gulf,geonames:235616,,27,51
1,5,Bahrain,geonames:290291,BH,26.03333,50.55
1,5,Bahrain,geonames:290291,BH,26.03333,50.55
1,5,Bahrain,geonames:290291,BH,26.03333,50.55
1,5,Bahrain,geonames:290291,BH,26.03333,50.55
1,5,Francis Wood,,,,
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Aleppo,geonames:170063,SY,36.20124,37.16117
1,5,Hon,geonames:2646807,GB,51.76148,-0.01144
1,5,Shaikh,geonames:11584287,PK,24.67631,68.2124
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Basrah,geonames:99532,IQ,30.50852,47.7804
1,5,Basrah,geonames:99532,IQ,30.50852,47.7804
1,5,FRANCIS WOOD,,,,
1,5,Hon,geonames:2646807,GB,51.76148,-0.01144
1,5,Hon,geonames:2646807,GB,51.76148,-0.01144
1,5,Hon,geonames:2646807,GB,51.76148,-0.01144
1,5,Hon,geonames:2646807,GB,51.76148,-0.01144
1,5,Hon,geonames:2646807,GB,51.76148,-0.01144
1,5,Hon,geonames:2646807,GB,51.76148,-0.01144
1,5,Hon,geonames:2646807,GB,51.76148,-0.01144
1,5,GOMBROON,geonames:141681,IR,27.1865,56.2808
1,5,Shaikh,geonames:11584287,PK,24.67631,68.2124
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Shaikh,geonames:11584287,PK,24.67631,68.2124
1,5,Persian Gulf,geonames:235616,,27,51
1,5,East India,geonames:1269750,IN,22,79
1,5,Persia,geonames:130758,IR,32,53
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bombay,geonames:1275339,IN,19.07283,72.88261
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Gaber,geonames:731571,BG,42.89676,22.86034
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Aleppo,geonames:170063,SY,36.20124,37.16117
1,5,Persia,geonames:130758,IR,32,53
1,5,Turkey,geonames:298795,TR,39,35
1,5,Russia,geonames:2017370,RU,60,100
1,5,Persia,geonames:130758,IR,32,53
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Mashhad,geonames:124665,IR,36.31559,59.56796
1,5,Persia,geonames:130758,IR,32,53
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Persia,geonames:130758,IR,32,53
1,5,Persia,geonames:130758,IR,32,53
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Rasht,geonames:118743,IR,37.27611,49.58862
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Persia,geonames:130758,IR,32,53
1,5,Aleppo,geonames:170063,SY,36.20124,37.16117
1,5,Basrah,geonames:99532,IQ,30.50852,47.7804
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bombay,geonames:1275339,IN,19.07283,72.88261
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bombay,geonames:1275339,IN,19.07283,72.88261
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Persia,geonames:130758,IR,32,53
1,5,Gombroon,geonames:141681,IR,27.1865,56.2808
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Mashhad,geonames:124665,IR,36.31559,59.56796
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,East India,geonames:1269750,IN,22,79
1,5,Persian Gulf,geonames:235616,,27,51
1,5,Persian Gulf,geonames:235616,,27,51
1,5,Persia,geonames:130758,IR,32,53
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Basrah,geonames:99532,IQ,30.50852,47.7804
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,East India,geonames:1269750,IN,22,79
1,5,Shaikh,geonames:11584287,PK,24.67631,68.2124
1,5,England,geonames:6269131,GB,52.16045,-0.70312
1,5,Scotland,geonames:2638360,GB,56,-4
1,5,Crichton,geonames:4803285,US,38.05623,-80.7162
1,5,Douglas,geonames:3042237,IM,54.15,-4.48333
1,5,Grant,geonames:5119054,US,43.31757,-75.06044
1,5,Kerr,geonames:5196043,US,40.73479,-79.64505
1,5,Lindsey,geonames:4812321,US,37.53928,-82.02929
1,5,Milne,geonames:4244648,US,39.2631,-88.79229
1,5,Nesbit,geonames:4400189,US,36.09035,-90.13482
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Francis Wood,,,,
1,5,Persia,geonames:130758,IR,32,53
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Nack,geonames:2867237,DE,49.74639,8.00278
1,5,Europe,geonames:6255148,,48.69096,9.14062
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Madeira,geonames:4517353,US,39.19089,-84.36355
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Basrah,geonames:99532,IQ,30.50852,47.7804
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,India,geonames:1269750,IN,22,79
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bombay,geonames:1275339,IN,19.07283,72.88261
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Basrah,geonames:99532,IQ,30.50852,47.7804
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Hon,geonames:2646807,GB,51.76148,-0.01144
1,5,India,geonames:1269750,IN,22,79
1,5,Basrah,geonames:99532,IQ,30.50852,47.7804
1,5,Persian Gulf,geonames:235616,,27,51
1,5,England,geonames:6269131,GB,52.16045,-0.70312
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,Bombay,geonames:1275339,IN,19.07283,72.88261
1,5,India,geonames:1269750,IN,22,79
1,5,Grand Cairo,geonames:3490280,JM,18.31667,-77.4
1,5,Persian Gulf,geonames:235616,,27,51
1,5,Bandar,geonames:391090,IQ,36.9391,44.43649
1,5,London,geonames:2643743,GB,51.50853,-0.12574
1,5,Basrah,geonames:99532,IQ,30.50852,47.7804
1,5,Aleppo,geonames:170063,SY,36.20124,37.16117
1,5,Aleppo,geonames:170063,SY,36.20124,37.16117
1,5,France,geonames:3017382,FR,46,2
1,5,Aleppo,geonames:170063,SY,36.20124,37.16117
